win_id,target,x_img_px,y_img_px,x_win_px,y_win_px,x_um,y_um
A1_w3,7,246.57516409010776,177.17395694413173,209.57516409010776,140.17395694413173,863.8742555183256,236.5773574937795
A1_w3,8,366.23271906848254,327.8557761459932,329.23271906848254,290.8557761459932,896.6318593936536,277.8282032554233
A1_w3,9,107.99462537988728,63.85472903301939,70.99462537988728,26.85472903301939,825.9362716382492,205.55494206801646
A1_w3,10,116.97031629288975,250.61979433182955,79.97031629288975,213.61979433182955,828.3934681561677,256.68398300416004
A1_w4,1,380.14685163903494,230.26327320876783,343.14685163903494,193.26327320876783,624.2158913999739,648.0649933587522
A1_w4,2,302.3664705582299,378.9596691581087,265.3664705582299,341.9596691581087,602.9226357156375,688.7723071349507
A1_w4,3,120.85737471199253,129.64916951505774,83.85737471199253,92.64916951505774,553.2324756369486,620.5207488380834
A1_w4,4,100.33244894795341,247.72292232483358,63.33244894795341,210.72292232483358,547.6135459515608,652.8447690248157
A1_w4,5,309.3374597714411,114.350663282148,272.3374597714411,77.350663282148,604.8310225559572,616.3326103862116
A1_w4,6,59.809856675508016,319.6015312048526,22.809856675508016,282.6015312048526,536.5200297427257,672.5223480730156
A1_w4,7,380.2264729888529,330.1884634922526,343.2264729888529,293.1884634922526,624.2376886415925,675.4206400712789
A1_w4,8,86.44279463872508,55.66837619118019,49.442794638725076,18.668376191180187,543.8110965875472,600.2676731127432
A1_w4,9,278.32996660954916,225.07064725183884,241.32996660954916,188.07064725183884,596.3423719367149,646.643453496931
A1_w4,10,228.2329743422742,160.41242819162846,191.2329743422742,123.41242819162846,582.6277558530641,628.9425375151416
A2_w1,1,122.04794966707269,367.73093903662885,85.04794966707269,330.73093903662885,630.3471078016987,838.27329330056
A2_w1,2,262.95245311612274,60.57523205974353,225.95245311612274,23.575232059743527,668.9128468425131,754.2043916671162
A2_w1,3,355.60183863901244,59.55203038466366,318.60183863901244,22.55203038466366,694.2710996797589,753.9243400873487
A2_w1,4,364.7074737692744,229.51923892335483,327.7074737692744,192.51923892335483,696.7633234173879,800.4445779047941
A2_w1,5,444.02436591681334,144.73915750205802,407.02436591681334,107.73915750205802,718.4724561222663,777.2401634544426
A2_w1,6,223.23717488948594,178.14885144829563,186.23717488948594,141.14885144829563,658.0427254586665,786.3844385246143
A2_w1,7,354.8188480913389,325.67836552203846,317.8188480913389,288.67836552203846,694.0567941863656,826.7634512695366
A2_w1,8,92.8391120457333,125.15725905214833,55.8391120457333,88.15725905214833,622.3526123681484,771.8805733273888
A2_w1,9,100.93986752736237,250.6466357193269,63.93986752736237,213.6466357193269,624.5697992875922,806.2271728645061
A2_w1,10,243.7585586304554,412.5362900282614,206.7585586304554,375.5362900282614,663.659453886348,850.5365739741987
A2_w2,1,293.4879585316902,176.13558399429013,256.4879585316902,139.13558399429013,698.6191505876819,453.56008447721734
A2_w2,2,422.41720782200383,110.5754693684699,385.41720782200383,73.5754693684699,733.9072475693109,435.6161990068746
A2_w2,3,145.3370520138194,441.1291797373121,108.3370520138194,404.1291797373121,658.070061952667,526.0891634687048
